order_id,order_date,warehouse,region,product_category,delivery_status,eta_days,actual_days,cost_lkr
ORD-103868,2024-03-21,Jaffna-North,Northern,Beverages,Delivered,3,3.0,4504.39
ORD-100505,2024-06-14,Kurunegala-West,North-Western,Produce,Delayed,3,6.0,
ORD-104600,2024-12-26,Galle-South,Southern,Produce,Delivered,2,2.0,
ORD-104258,2024-08-08,Colombo-Central,Western,Frozen,Delivered,4,4.0,7598.28
ORD-101485,2024-11-10,Kurunegala-West,North-Western,Beverages,Delayed,5,9.0,3663.42
ORD-101419,2024-06-22,Colombo-Central,Western,Dry Goods,Delayed,5,6.0,2227.41
ORD-103098,2024-03-07,Colombo-Central,Western,Meat & Seafood,Delivered,1,1.0,16635.26
ORD-100705,2024-07-25,Kurunegala-West,North-Western,Dry Goods,Delivered,1,1.0,2338.74
ORD-104725,2024-06-23,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,14793.28
ORD-100333,2024-10-29,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,9988.28
ORD-100468,2024-03-07,Galle-South,Southern,Beverages,Delivered,1,1.0,5473.43
ORD-103450,2024-06-22,Galle-South,Southern,Dairy,Delivered,4,4.0,5570.92
ORD-103105,2024-04-20,Galle-South,Southern,Meat & Seafood,Delivered,5,5.0,12192.38
ORD-101434,2024-04-26,Jaffna-North,Northern,Produce,Delayed,4,5.0,3797.94
ORD-100149,2024-01-22,Galle-South,Southern,Meat & Seafood,Delayed,4,5.0,
ORD-104031,2024-07-09,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,9496.59
ORD-100414,2024-01-07,Kandy-Hub,Central,Frozen,In Transit,3,,7732.8
ORD-101305,2024-09-02,Kandy-Hub,Central,Dry Goods,Delivered,2,2.0,2989.42
ORD-102629,2024-01-15,Galle-South,Southern,Beverages,Delivered,3,3.0,
ORD-101126,2024-11-07,Colombo-Central,Western,Produce,Delivered,3,3.0,2206.41
ORD-103692,2024-03-12,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,3334.15
ORD-100012,2024-09-25,Galle-South,Southern,Dry Goods,Delivered,4,4.0,3134.81
ORD-100093,2024-05-21,Kurunegala-West,North-Western,Produce,Delayed,5,9.0,3731.51
ORD-103657,2024-12-02,Kurunegala-West,North-Western,Dry Goods,In Transit,5,,1253.48
ORD-101541,2024-03-29,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,4414.78
ORD-104372,2024-03-23,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,10523.29
ORD-103759,2024-07-23,Colombo-Central,Western,Dairy,Delivered,3,3.0,4942.86
ORD-103733,2024-12-06,Galle-South,Southern,Dry Goods,Delayed,5,7.0,2214.92
ORD-103767,2024-09-30,Galle-South,Southern,Beverages,Delivered,1,1.0,4983.59
ORD-102902,2024-11-11,Kandy-Hub,Central,Dairy,Delivered,1,1.0,5794.35
ORD-100733,2024-10-09,Galle-South,Southern,Frozen,Delivered,2,2.0,11484.49
ORD-103497,2024-06-22,Colombo-Central,Western,Frozen,Delayed,1,3.0,5494.87
ORD-104125,2024-07-02,Kandy-Hub,Central,Produce,Delivered,5,5.0,2813.11
ORD-101784,2024-09-22,Kandy-Hub,Central,Produce,Delivered,3,3.0,3294.36
ORD-102181,2024-03-28,Kurunegala-West,North-Western,Dairy,Delivered,1,1.0,5335.5
ORD-100416,2024-12-19,Kandy-Hub,Central,Dairy,In Transit,5,,2657.58
ORD-102316,2024-02-01,Jaffna-North,Northern,Produce,Delivered,5,5.0,2379.22
ORD-104325,2024-05-23,Galle-South,Southern,Dry Goods,Delivered,4,4.0,2532.51
ORD-104177,2024-09-18,Jaffna-North,Northern,Produce,In Transit,4,,3729.6
ORD-100333,2024-10-29,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,9988.28
ORD-101094,2024-04-29,Kandy-Hub,Central,Beverages,Delivered,1,1.0,3793.92
ORD-100746,2024-07-13,Galle-South,Southern,Dry Goods,Delivered,5,5.0,3209.08
ORD-103899,2024-12-03,Colombo-Central,Western,Meat & Seafood,Cancelled,4,,14948.71
ORD-103979,2024-02-24,Galle-South,Southern,Dairy,Delayed,1,5.0,4525.43
ORD-102687,2024-07-25,Jaffna-North,Northern,Frozen,Delivered,4,4.0,8607.76
ORD-103017,2024-03-19,Colombo-Central,Western,Dry Goods,Delivered,5,5.0,2143.05
ORD-101992,2024-04-14,Kandy-Hub,Central,Beverages,In Transit,2,,4621.13
ORD-104904,2024-03-10,Jaffna-North,Northern,Produce,In Transit,1,,3083.57
ORD-102651,2024-11-16,Galle-South,Southern,Produce,In Transit,4,,3932.5
ORD-102850,2024-03-12,Kandy-Hub,Central,Meat & Seafood,Delivered,1,1.0,8953.41
ORD-102858,2024-09-21,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,12195.86
ORD-103527,2024-02-02,Kurunegala-West,North-Western,Beverages,Delayed,1,2.0,2763.89
ORD-104242,2024-10-27,Jaffna-North,Northern,Dry Goods,Cancelled,5,,3054.89
ORD-103682,2024-03-19,Colombo-Central,Western,Dry Goods,Delivered,4,4.0,2172.57
ORD-100132,2024-02-03,Galle-South,Southern,Meat & Seafood,In Transit,1,,19977.79
ORD-102413,2024-08-07,Kandy-Hub,Central,Frozen,Delivered,1,1.0,5979.21
ORD-103634,2024-12-16,Kurunegala-West,North-Western,Dry Goods,Delayed,2,6.0,1473.14
ORD-101482,2024-04-15,Kurunegala-West,North-Western,Dairy,Delivered,2,2.0,2813.18
ORD-100429,2024-09-18,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,6388.55
ORD-104805,2024-10-01,Colombo-Central,Western,Produce,Delivered,1,1.0,3574.71
ORD-104739,2024-07-09,Jaffna-North,Northern,Meat & Seafood,Delayed,2,6.0,9793.74
ORD-101907,2024-02-28,Colombo-Central,Western,Dairy,Delivered,3,3.0,
ORD-100287,2024-07-27,Kurunegala-West,North-Western,Meat & Seafood,Delayed,2,3.0,19735.28
ORD-103274,2024-03-29,Colombo-Central,Western,Meat & Seafood,Delivered,3,3.0,
ORD-103653,2024-07-07,Colombo-Central,Western,Dairy,Delayed,2,4.0,5385.68
ORD-103922,2024-06-24,Jaffna-North,Northern,Frozen,Delivered,4,4.0,11039.73
ORD-104163,2024-03-14,Jaffna-North,Northern,Meat & Seafood,Delivered,2,2.0,14754.94
ORD-103107,2024-05-14,Galle-South,Southern,Dairy,In Transit,5,,
ORD-102094,2024-02-29,Kurunegala-West,North-Western,Dry Goods,Delivered,5,5.0,2176.95
ORD-102436,2024-08-21,Kurunegala-West,North-Western,Frozen,Delivered,2,2.0,9348.94
ORD-101870,2024-01-16,Colombo-Central,Western,Produce,In Transit,1,,3085.7
ORD-102694,2024-12-07,Jaffna-North,Northern,Frozen,Delivered,5,5.0,8167.94
ORD-102970,2024-08-11,Kandy-Hub,Central,Beverages,Delivered,4,4.0,3422.07
ORD-104975,2024-10-19,Colombo-Central,Western,Dairy,Delivered,2,2.0,2817.51
ORD-103544,2024-01-14,Colombo-Central,Western,Meat & Seafood,Delivered,3,3.0,10269.29
ORD-104894,2024-06-24,Galle-South,Southern,Frozen,Delivered,3,3.0,10450.02
ORD-103724,2024-01-04,Kurunegala-West,North-Western,Frozen,Delivered,2,2.0,5451.84
ORD-100437,2024-12-04,Colombo-Central,Western,Produce,Delivered,2,2.0,2547.09
ORD-103873,2024-06-22,Kurunegala-West,North-Western,Meat & Seafood,Cancelled,1,,12686.03
ORD-100584,2024-05-27,Galle-South,Southern,Dry Goods,Delivered,1,1.0,1870.8
ORD-102299,2024-11-21,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,3780.77
ORD-101438,2024-04-26,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,18850.16
ORD-104576,2024-01-31,Kandy-Hub,Central,Produce,Delivered,1,1.0,1678.96
ORD-103871,2024-02-07,Galle-South,Southern,Beverages,Delivered,4,4.0,2896.62
ORD-100711,2024-07-09,Kurunegala-West,North-Western,Meat & Seafood,Cancelled,4,,19697.91
ORD-102851,2024-05-22,Galle-South,Southern,Dairy,Delivered,3,3.0,3684.0
ORD-104484,2024-06-20,Galle-South,Southern,Frozen,Delivered,5,5.0,11004.78
ORD-102416,2024-08-14,Kurunegala-West,North-Western,Meat & Seafood,Delivered,5,5.0,19272.07
ORD-104552,2024-02-06,Galle-South,Southern,Dairy,Delivered,2,2.0,
ORD-102321,2024-01-13,Kandy-Hub,Central,Beverages,In Transit,4,,5380.22
ORD-103007,2024-06-04,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,11687.98
ORD-102131,2024-12-22,Kurunegala-West,North-Western,Meat & Seafood,Cancelled,4,,10543.6
ORD-104734,2024-10-29,Kandy-Hub,Central,Meat & Seafood,In Transit,4,,16223.39
ORD-102669,2024-12-17,Kandy-Hub,Central,Beverages,Delivered,4,4.0,3788.36
ORD-100586,2024-09-08,Kandy-Hub,Central,Frozen,In Transit,5,,8912.7
ORD-102372,2024-01-23,Galle-South,Southern,Dairy,Delivered,5,5.0,5811.64
ORD-101534,2024-10-25,Kurunegala-West,North-Western,Meat & Seafood,Delivered,4,4.0,17052.87
ORD-100734,2024-03-17,Jaffna-North,Northern,Frozen,In Transit,4,,5163.54
ORD-102164,2024-12-14,Jaffna-North,Northern,Dairy,Delivered,5,5.0,4687.42
ORD-103106,2024-11-10,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,18478.84
ORD-104424,2024-04-24,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,8828.35
ORD-102586,2024-05-14,Kurunegala-West,North-Western,Meat & Seafood,Delivered,2,2.0,18988.57
ORD-100553,2024-04-26,Jaffna-North,Northern,Dry Goods,Delayed,2,6.0,3388.9
ORD-104943,2024-11-11,Colombo-Central,Western,Beverages,Delivered,4,4.0,3565.98
ORD-100472,2024-06-06,Jaffna-North,Northern,Beverages,Delivered,4,4.0,4818.79
ORD-101057,2024-10-08,Jaffna-North,Northern,Meat & Seafood,Delayed,2,5.0,19027.53
ORD-103290,2024-05-27,Galle-South,Southern,Dairy,In Transit,5,,5805.25
ORD-104675,2024-05-14,Colombo-Central,Western,Frozen,Delivered,2,2.0,5263.1
ORD-101047,2024-08-07,Galle-South,Southern,Beverages,Delivered,1,1.0,2436.45
ORD-101220,2024-08-25,Kandy-Hub,Central,Dry Goods,Delayed,4,8.0,1828.3
ORD-100544,2024-10-30,Kandy-Hub,Central,Dry Goods,In Transit,2,,2552.24
ORD-100800,2024-01-05,Colombo-Central,Western,Dry Goods,Delayed,1,4.0,3306.94
ORD-104231,2024-12-04,Kandy-Hub,Central,Meat & Seafood,Delivered,1,1.0,17837.41
ORD-103524,2024-04-16,Galle-South,Southern,Dry Goods,Delivered,3,3.0,1995.61
ORD-100290,2024-10-21,Kurunegala-West,North-Western,Produce,Delayed,4,8.0,
ORD-104720,2024-07-27,Kurunegala-West,North-Western,Dry Goods,Delayed,4,8.0,1193.22
ORD-100926,2024-07-16,Jaffna-North,Northern,Beverages,Delayed,1,4.0,3819.56
ORD-100252,2024-03-09,Jaffna-North,Northern,Dry Goods,In Transit,3,,1334.92
ORD-100969,2024-01-14,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,12443.63
ORD-103311,2024-05-26,Colombo-Central,Western,Frozen,Delivered,4,4.0,7287.24
ORD-100350,2024-07-13,Kandy-Hub,Central,Meat & Seafood,Delivered,1,1.0,13000.85
ORD-103206,2024-12-30,Galle-South,Southern,Frozen,Cancelled,3,,5434.46
ORD-102034,2024-12-25,Kurunegala-West,North-Western,Frozen,In Transit,3,,9605.82
ORD-103034,2024-02-06,Kurunegala-West,North-Western,Meat & Seafood,Delivered,4,4.0,8188.04
ORD-101593,2024-01-07,Jaffna-North,Northern,Dry Goods,Delivered,3,3.0,1217.48
ORD-100090,2024-06-07,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,
ORD-101618,2024-02-14,Kandy-Hub,Central,Frozen,Delivered,3,3.0,6407.73
ORD-100811,2024-11-16,Jaffna-North,Northern,Beverages,Delivered,5,5.0,2189.35
ORD-100721,2024-12-05,Galle-South,Southern,Dry Goods,Delayed,3,5.0,2184.56
ORD-103102,2024-01-06,Colombo-Central,Western,Frozen,In Transit,2,,8150.44
ORD-100026,2024-05-26,Kandy-Hub,Central,Meat & Seafood,Delayed,1,2.0,10890.5
ORD-101345,2024-12-30,Jaffna-North,Northern,Frozen,Delivered,5,5.0,8022.31
ORD-102083,2024-08-31,Galle-South,Southern,Dairy,Delayed,5,8.0,3309.81
ORD-101755,2024-04-26,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,3802.31
ORD-101210,2024-08-15,Colombo-Central,Western,Frozen,Delayed,3,5.0,11193.76
ORD-104022,2024-07-16,Jaffna-North,Northern,Meat & Seafood,In Transit,1,,17208.98
ORD-104071,2024-10-12,Colombo-Central,Western,Dry Goods,Cancelled,4,,1135.98
ORD-102373,2024-05-25,Kandy-Hub,Central,Beverages,Delivered,3,3.0,2885.0
ORD-104965,2024-02-08,Kandy-Hub,Central,Dry Goods,Delayed,5,6.0,3229.39
ORD-103771,2024-04-30,Kurunegala-West,North-Western,Meat & Seafood,Delivered,4,4.0,17780.62
ORD-100915,2024-06-16,Colombo-Central,Western,Dry Goods,Delayed,3,4.0,2064.51
ORD-102525,2024-04-28,Colombo-Central,Western,Dairy,Delivered,2,2.0,2519.86
ORD-101074,2024-06-19,Kurunegala-West,North-Western,Produce,Cancelled,5,,1742.47
ORD-103698,2024-04-15,Galle-South,Southern,Frozen,Delivered,1,1.0,5509.99
ORD-100254,2024-08-29,Kandy-Hub,Central,Dairy,Delivered,4,4.0,5141.07
ORD-104299,2024-02-04,Galle-South,Southern,Dry Goods,Delivered,4,4.0,1715.69
ORD-103210,2024-12-16,Jaffna-North,Northern,Dairy,Delayed,1,3.0,3644.81
ORD-104086,2024-04-08,Jaffna-North,Northern,Frozen,Delayed,4,8.0,6701.01
ORD-104354,2024-06-25,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,15562.44
ORD-104596,2024-11-24,Jaffna-North,Northern,Dry Goods,Delivered,1,1.0,2772.33
ORD-101729,2024-02-08,Kandy-Hub,Central,Beverages,Delivered,2,2.0,4044.7
ORD-102275,2024-06-04,Kandy-Hub,Central,Produce,Delivered,2,2.0,3337.35
ORD-101952,2024-01-27,Kurunegala-West,North-Western,Beverages,Delayed,1,3.0,2768.88
ORD-101270,2024-05-14,Galle-South,Southern,Frozen,Delivered,3,3.0,7063.16
ORD-104694,2024-09-15,Colombo-Central,Western,Beverages,Delivered,5,5.0,2534.77
ORD-100315,2024-08-28,Galle-South,Southern,Dry Goods,Delivered,4,4.0,2889.09
ORD-104964,2024-12-10,Jaffna-North,Northern,Dairy,Delayed,2,5.0,5508.28
ORD-104921,2024-11-14,Colombo-Central,Western,Frozen,Delivered,2,2.0,9945.78
ORD-103828,2024-09-05,Jaffna-North,Northern,Dairy,Delayed,5,7.0,3573.01
ORD-100555,2024-07-03,Galle-South,Southern,Beverages,Delivered,1,1.0,2007.49
ORD-101919,2024-07-12,Jaffna-North,Northern,Produce,Cancelled,3,,1564.58
ORD-103945,2024-09-24,Jaffna-North,Northern,Produce,Delivered,1,1.0,1514.74
ORD-100069,2024-06-20,Kurunegala-West,North-Western,Dry Goods,Cancelled,2,,1664.16
ORD-102527,2024-12-12,Kandy-Hub,Central,Beverages,Delivered,2,2.0,4284.37
ORD-103443,2024-03-21,Colombo-Central,Western,Frozen,Delivered,2,2.0,8667.07
ORD-103409,2024-06-21,Jaffna-North,Northern,Frozen,In Transit,5,,10989.67
ORD-102874,2024-05-19,Kandy-Hub,Central,Meat & Seafood,Delayed,3,5.0,18426.75
ORD-104335,2024-06-04,Kandy-Hub,Central,Produce,In Transit,5,,2145.89
ORD-103169,2024-08-09,Galle-South,Southern,Frozen,Delivered,4,4.0,9935.24
ORD-100805,2024-10-12,Colombo-Central,Western,Frozen,Delivered,4,4.0,5966.94
ORD-101553,2024-08-13,Galle-South,Southern,Beverages,Delayed,3,7.0,3856.21
ORD-102118,2024-07-18,Galle-South,Southern,Dairy,Delivered,2,2.0,2876.41
ORD-104220,2024-02-10,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,13076.9
ORD-103703,2024-11-26,Colombo-Central,Western,Frozen,Delivered,4,4.0,6606.76
ORD-100893,2024-12-23,Kandy-Hub,Central,Beverages,Delayed,2,4.0,4302.87
ORD-104992,2024-12-27,Kurunegala-West,North-Western,Meat & Seafood,Delivered,1,1.0,10642.13
ORD-102146,2024-03-05,Kurunegala-West,North-Western,Dairy,Delivered,1,1.0,5798.93
ORD-100387,2024-10-30,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,4992.1
ORD-100751,2024-02-23,Kandy-Hub,Central,Beverages,Delivered,2,2.0,5023.89
ORD-102842,2024-10-05,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,1355.33
ORD-103182,2024-09-29,Jaffna-North,Northern,Beverages,Delayed,2,5.0,3083.07
ORD-101983,2024-10-01,Colombo-Central,Western,Beverages,Delivered,4,4.0,2405.17
ORD-104037,2024-08-12,Jaffna-North,Northern,Dairy,Delivered,1,1.0,3541.28
ORD-103024,2024-05-16,Colombo-Central,Western,Beverages,In Transit,3,,2728.84
ORD-102187,2024-04-04,Colombo-Central,Western,Dry Goods,In Transit,1,,2248.18
ORD-100410,2024-03-04,Colombo-Central,Western,Dry Goods,Cancelled,2,,2781.95
ORD-104490,2024-03-09,Kandy-Hub,Central,Beverages,In Transit,5,,3362.77
ORD-100109,2024-09-14,Kandy-Hub,Central,Beverages,In Transit,5,,5137.28
ORD-102555,2024-02-07,Colombo-Central,Western,Dry Goods,Delivered,5,5.0,2235.67
ORD-103220,2024-09-12,Kandy-Hub,Central,Frozen,Delivered,5,5.0,11455.54
ORD-102153,2024-07-17,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,1602.61
ORD-104731,2024-09-07,Colombo-Central,Western,Dairy,In Transit,1,,3787.87
ORD-102663,2024-06-30,Jaffna-North,Northern,Meat & Seafood,Delivered,1,1.0,11258.37
ORD-102191,2024-05-29,Kurunegala-West,North-Western,Frozen,Delivered,3,3.0,6243.21
ORD-104328,2024-01-18,Galle-South,Southern,Dairy,Delivered,1,1.0,3656.55
ORD-101647,2024-08-30,Kurunegala-West,North-Western,Produce,Delivered,5,5.0,2163.83
ORD-100221,2024-06-15,Kurunegala-West,North-Western,Produce,In Transit,4,,2040.17
ORD-104409,2024-04-27,Colombo-Central,Western,Dry Goods,Delivered,1,1.0,2197.88
ORD-104637,2024-06-30,Galle-South,Southern,Frozen,Delayed,3,6.0,7792.78
ORD-100655,2024-07-13,Kandy-Hub,Central,Meat & Seafood,Cancelled,1,,
ORD-104144,2024-02-17,Kurunegala-West,North-Western,Dry Goods,Delivered,5,5.0,3011.51
ORD-101788,2024-06-21,Kandy-Hub,Central,Dry Goods,Delivered,1,1.0,2830.32
ORD-102921,2024-10-08,Kandy-Hub,Central,Produce,Delivered,5,5.0,1822.88
ORD-101255,2024-01-31,Colombo-Central,Western,Beverages,Delivered,4,4.0,3400.95
ORD-104013,2024-06-27,Galle-South,Southern,Beverages,Delivered,4,4.0,3587.2
ORD-104454,2024-08-11,Kandy-Hub,Central,Produce,Delayed,3,7.0,3512.77
ORD-101209,2024-12-17,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,2263.39
ORD-104248,2024-11-29,Galle-South,Southern,Produce,Delivered,5,5.0,2327.76
ORD-101128,2024-07-22,Kandy-Hub,Central,Meat & Seafood,Delivered,5,5.0,14585.58
ORD-104173,2024-05-09,Galle-South,Southern,Beverages,Delayed,4,5.0,2592.4
ORD-102319,2024-10-09,Colombo-Central,Western,Meat & Seafood,In Transit,1,,13725.16
ORD-103989,2024-06-22,Kandy-Hub,Central,Beverages,Delayed,2,5.0,4197.33
ORD-100177,2024-02-28,Galle-South,Southern,Meat & Seafood,Cancelled,3,,10985.58
ORD-102949,2024-07-08,Colombo-Central,Western,Dairy,Delivered,1,1.0,3664.26
ORD-104792,2024-12-20,Colombo-Central,Western,Frozen,Delivered,2,2.0,9619.03
ORD-100080,2024-12-09,Kandy-Hub,Central,Dairy,Delivered,1,1.0,4858.3
ORD-101224,2024-06-01,Kandy-Hub,Central,Beverages,Delivered,5,5.0,
ORD-102298,2024-03-22,Galle-South,Southern,Beverages,Delivered,5,5.0,4218.8
ORD-102915,2024-06-08,Kurunegala-West,North-Western,Beverages,Cancelled,2,,5277.25
ORD-102543,2024-05-18,Kurunegala-West,North-Western,Produce,Delivered,2,2.0,2740.61
ORD-104323,2024-04-06,Kurunegala-West,North-Western,Frozen,Delivered,3,3.0,5445.67
ORD-101779,2024-09-06,Kandy-Hub,Central,Dairy,In Transit,5,,4542.73
ORD-104767,2024-01-04,Kandy-Hub,Central,Dairy,Delivered,1,1.0,4177.74
ORD-101611,2024-02-22,Colombo-Central,Western,Beverages,Delivered,2,2.0,3114.23
ORD-103778,2024-12-25,Colombo-Central,Western,Frozen,Delivered,5,5.0,5815.34
ORD-101867,2024-10-04,Kandy-Hub,Central,Produce,Delayed,4,5.0,1849.25
ORD-100670,2024-12-13,Kandy-Hub,Central,Produce,Cancelled,4,,3295.28
ORD-104831,2024-02-09,Kurunegala-West,North-Western,Meat & Seafood,Delivered,2,2.0,16281.78
ORD-103618,2024-06-07,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,15868.23
ORD-101807,2024-06-24,Kurunegala-West,North-Western,Beverages,In Transit,4,,
ORD-103393,2024-03-09,Colombo-Central,Western,Frozen,Delivered,1,1.0,8813.88
ORD-102688,2024-08-20,Colombo-Central,Western,Frozen,Delivered,3,3.0,11483.27
ORD-102894,2024-04-05,Jaffna-North,Northern,Dry Goods,Delivered,4,4.0,1594.45
ORD-104873,2024-08-02,Kandy-Hub,Central,Dairy,Delivered,3,3.0,3090.34
ORD-100219,2024-11-25,Kandy-Hub,Central,Meat & Seafood,Delivered,5,5.0,15998.7
ORD-102095,2024-10-11,Kurunegala-West,North-Western,Dairy,Delivered,2,2.0,4793.76
ORD-103044,2024-03-10,Galle-South,Southern,Frozen,Delivered,2,2.0,9672.07
ORD-100043,2024-05-09,Galle-South,Southern,Meat & Seafood,Cancelled,3,,8178.56
ORD-100210,2024-04-05,Colombo-Central,Western,Produce,Delivered,5,5.0,2832.4
ORD-101513,2024-04-30,Colombo-Central,Western,Dairy,Delivered,3,3.0,3222.08
ORD-100354,2024-12-19,Jaffna-North,Northern,Dry Goods,Delivered,1,1.0,3093.43
ORD-102441,2024-01-01,Jaffna-North,Northern,Frozen,Delivered,3,3.0,6375.38
ORD-101197,2024-12-24,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,1208.05
ORD-103975,2024-09-09,Colombo-Central,Western,Dairy,Delivered,5,5.0,2532.14
ORD-103204,2024-04-19,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,13045.91
ORD-100367,2024-04-25,Galle-South,Southern,Beverages,Delivered,1,1.0,4430.92
ORD-102596,2024-07-01,Jaffna-North,Northern,Beverages,Delivered,4,4.0,4105.31
ORD-103789,2024-04-25,Kandy-Hub,Central,Dairy,Delivered,4,4.0,4277.42
ORD-101728,2024-06-11,Colombo-Central,Western,Meat & Seafood,Delayed,3,6.0,13246.82
ORD-100135,2024-04-20,Colombo-Central,Western,Frozen,Delivered,2,2.0,6880.48
ORD-101503,2024-04-27,Galle-South,Southern,Frozen,Delivered,1,1.0,7001.0
ORD-100047,2024-11-21,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,2804.53
ORD-102318,2024-11-06,Galle-South,Southern,Produce,Delivered,2,2.0,3304.52
ORD-101391,2024-07-12,Kandy-Hub,Central,Produce,Delayed,3,5.0,3833.07
ORD-102063,2024-09-19,Colombo-Central,Western,Frozen,Delivered,1,1.0,9916.19
ORD-101010,2024-04-08,Kandy-Hub,Central,Dry Goods,Delivered,5,5.0,3110.84
ORD-102121,2024-12-13,Jaffna-North,Northern,Dry Goods,Delayed,1,5.0,3407.27
ORD-103995,2024-05-02,Galle-South,Southern,Frozen,Delivered,2,2.0,8387.99
ORD-100061,2024-09-28,Jaffna-North,Northern,Dairy,Delivered,1,1.0,5795.31
ORD-101032,2024-09-23,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,2658.45
ORD-103245,2024-10-22,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,3660.32
ORD-100095,2024-04-15,Colombo-Central,Western,Beverages,In Transit,1,,3863.71
ORD-100478,2024-08-30,Colombo-Central,Western,Dry Goods,In Transit,4,,2755.32
ORD-104321,2024-06-12,Jaffna-North,Northern,Dry Goods,Delivered,4,4.0,2721.82
ORD-100842,2024-11-27,Galle-South,Southern,Meat & Seafood,Delivered,1,1.0,14175.11
ORD-100889,2024-04-08,Kandy-Hub,Central,Meat & Seafood,Delivered,3,3.0,18102.96
ORD-101616,2024-10-16,Galle-South,Southern,Frozen,Delivered,4,4.0,11619.83
ORD-101902,2024-09-19,Kurunegala-West,North-Western,Produce,Delivered,3,3.0,3938.75
ORD-101505,2024-03-29,Kandy-Hub,Central,Beverages,Delayed,3,7.0,2914.01
ORD-100322,2024-08-12,Jaffna-North,Northern,Frozen,Delivered,3,3.0,7121.2
ORD-101322,2024-07-19,Colombo-Central,Western,Dry Goods,Delivered,4,4.0,1252.06
ORD-103473,2024-11-19,Kandy-Hub,Central,Dairy,Delivered,5,5.0,4959.79
ORD-104041,2024-08-25,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,17748.51
ORD-102387,2024-12-22,Galle-South,Southern,Frozen,Delayed,2,3.0,9081.92
ORD-101425,2024-10-24,Jaffna-North,Northern,Meat & Seafood,Delivered,3,3.0,18904.53
ORD-102521,2024-01-17,Kurunegala-West,North-Western,Meat & Seafood,Delivered,3,3.0,13984.26
ORD-103129,2024-10-15,Colombo-Central,Western,Frozen,Delivered,3,3.0,11720.27
ORD-101187,2024-08-06,Kurunegala-West,North-Western,Dairy,Delivered,4,4.0,4300.03
ORD-102463,2024-08-01,Kurunegala-West,North-Western,Frozen,Cancelled,3,,8725.01
ORD-100291,2024-04-07,Kurunegala-West,North-Western,Meat & Seafood,Delivered,5,5.0,8754.68
ORD-102357,2024-03-21,Kandy-Hub,Central,Frozen,Delivered,3,3.0,9781.04
ORD-102754,2024-12-27,Colombo-Central,Western,Beverages,Delivered,5,5.0,5380.93
ORD-100533,2024-04-13,Galle-South,Southern,Produce,Delivered,1,1.0,3106.99
ORD-102053,2024-12-11,Colombo-Central,Western,Dairy,Delivered,4,4.0,
ORD-103935,2024-11-05,Jaffna-North,Northern,Produce,Delivered,2,2.0,1884.14
